Loading checkpoint shards: 100%|██████████████████| 8/8 [00:16<00:00,  2.03s/it]
INFO:__main__:Tokenizer max length: 1000000000000000019884624838656
INFO:__main__:Loading datasets...
INFO:__main__:Train dataset length: 7473
INFO:__main__:Validation dataset length: 1319
INFO:__main__:Trainable: 432144384 | total: 9673850368 | Percentage: 4.4671%
/home/llm4math/miniconda3/envs/mathllm/lib/python3.12/site-packages/huggingface_hub/utils/_deprecation.py:100: FutureWarning: Deprecated argument(s) used in '__init__': dataset_text_field. Will not be supported from version '0.13.0'.

Deprecated positional argument(s) used in SFTTrainer, please use the SFTConfig to set these arguments instead.
  warnings.warn(message, FutureWarning)
/home/llm4math/miniconda3/envs/mathllm/lib/python3.12/site-packages/trl/trainer/sft_trainer.py:328: UserWarning: You passed a `dataset_text_field` argument to the SFTTrainer, the value you passed will override the one in the `SFTConfig`.
  warnings.warn(
[2024-12-10 03:59:50,839] [INFO] [real_accelerator.py:219:get_accelerator] Setting ds_accelerator to cuda (auto detect)
INFO:root:gcc -pthread -B /home/llm4math/miniconda3/envs/mathllm/compiler_compat -fno-strict-overflow -Wsign-compare -DNDEBUG -O2 -Wall -fPIC -O2 -isystem /home/llm4math/miniconda3/envs/mathllm/include -fPIC -O2 -isystem /home/llm4math/miniconda3/envs/mathllm/include -fPIC -c /tmp/tmpnaeegv4w/test.c -o /tmp/tmpnaeegv4w/test.o
INFO:root:gcc -pthread -B /home/llm4math/miniconda3/envs/mathllm/compiler_compat /tmp/tmpnaeegv4w/test.o -laio -o /tmp/tmpnaeegv4w/a.out
INFO:root:gcc -pthread -B /home/llm4math/miniconda3/envs/mathllm/compiler_compat -fno-strict-overflow -Wsign-compare -DNDEBUG -O2 -Wall -fPIC -O2 -isystem /home/llm4math/miniconda3/envs/mathllm/include -fPIC -O2 -isystem /home/llm4math/miniconda3/envs/mathllm/include -fPIC -c /tmp/tmpijl7lsfg/test.c -o /tmp/tmpijl7lsfg/test.o
INFO:root:gcc -pthread -B /home/llm4math/miniconda3/envs/mathllm/compiler_compat /tmp/tmpijl7lsfg/test.o -L/usr/local/cuda -L/usr/local/cuda/lib64 -lcufile -o /tmp/tmpijl7lsfg/a.out
INFO:__main__:Starting training...
[34m[1mwandb[0m: [33mWARNING[0m The `run_name` is currently set to the same value as `TrainingArguments.output_dir`. If this was not intended, please specify a different run name by setting the `TrainingArguments.run_name` parameter.
  0%|                                                   | 0/348 [00:00<?, ?it/s]`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
                                                                                
{'loss': 2.2691, 'grad_norm': 0.880357027053833, 'learning_rate': 2e-09, 'epoch': 0.01}
{'loss': 2.023, 'grad_norm': 0.8246440291404724, 'learning_rate': 3.8999999999999997e-07, 'epoch': 1.67}
{'loss': 2.0809, 'grad_norm': 0.9052438139915466, 'learning_rate': 3.92e-07, 'epoch': 1.68}
{'loss': 2.0611, 'grad_norm': 0.8532024025917053, 'learning_rate': 3.94e-07, 'epoch': 1.69}
{'loss': 2.0338, 'grad_norm': 0.9143813252449036, 'learning_rate': 3.96e-07, 'epoch': 1.7}
{'loss': 2.0138, 'grad_norm': 0.9773829579353333, 'learning_rate': 3.98e-07, 'epoch': 1.71}
{'loss': 2.0337, 'grad_norm': 0.867640495300293, 'learning_rate': 4e-07, 'epoch': 1.72}
{'loss': 2.041, 'grad_norm': 0.8116217851638794, 'learning_rate': 4.02e-07, 'epoch': 1.73}
{'loss': 1.9833, 'grad_norm': 0.7787787318229675, 'learning_rate': 4.04e-07, 'epoch': 1.73}
{'loss': 1.9314, 'grad_norm': 0.8028564453125, 'learning_rate': 4.06e-07, 'epoch': 1.74}
{'loss': 2.0417, 'grad_norm': 0.7894514799118042, 'learning_rate': 4.0799999999999995e-07, 'epoch': 1.75}
{'loss': 2.0467, 'grad_norm': 0.7557380199432373, 'learning_rate': 4.0999999999999994e-07, 'epoch': 1.76}
{'loss': 2.024, 'grad_norm': 0.8631172776222229, 'learning_rate': 4.12e-07, 'epoch': 1.77}
{'loss': 2.0048, 'grad_norm': 0.8193023204803467, 'learning_rate': 4.14e-07, 'epoch': 1.78}
{'loss': 1.9932, 'grad_norm': 0.8576611280441284, 'learning_rate': 4.1599999999999997e-07, 'epoch': 1.79}
{'loss': 1.9816, 'grad_norm': 0.732536792755127, 'learning_rate': 4.1799999999999996e-07, 'epoch': 1.79}
{'loss': 2.081, 'grad_norm': 0.9402297139167786, 'learning_rate': 4.1999999999999995e-07, 'epoch': 1.8}
{'loss': 1.9378, 'grad_norm': 0.8539301156997681, 'learning_rate': 4.2199999999999994e-07, 'epoch': 1.81}
{'loss': 1.8778, 'grad_norm': 0.7642850279808044, 'learning_rate': 4.24e-07, 'epoch': 1.82}
{'loss': 2.0698, 'grad_norm': 0.9074183106422424, 'learning_rate': 4.26e-07, 'epoch': 1.83}
{'loss': 1.9543, 'grad_norm': 0.8213540315628052, 'learning_rate': 4.2799999999999997e-07, 'epoch': 1.84}
{'loss': 1.978, 'grad_norm': 0.8651310801506042, 'learning_rate': 4.2999999999999996e-07, 'epoch': 1.85}
{'loss': 2.0334, 'grad_norm': 0.895064651966095, 'learning_rate': 4.3199999999999995e-07, 'epoch': 1.85}
{'loss': 1.9885, 'grad_norm': 0.9200791716575623, 'learning_rate': 4.34e-07, 'epoch': 1.86}
{'loss': 2.0024, 'grad_norm': 0.822985827922821, 'learning_rate': 4.36e-07, 'epoch': 1.87}
{'loss': 1.9626, 'grad_norm': 0.812561571598053, 'learning_rate': 4.38e-07, 'epoch': 1.88}
{'loss': 1.9937, 'grad_norm': 0.8435159921646118, 'learning_rate': 4.3999999999999997e-07, 'epoch': 1.89}
{'loss': 1.9589, 'grad_norm': 0.8728167414665222, 'learning_rate': 4.4199999999999996e-07, 'epoch': 1.9}
{'loss': 1.841, 'grad_norm': 0.7571076154708862, 'learning_rate': 4.44e-07, 'epoch': 1.91}
{'loss': 1.9095, 'grad_norm': 0.8282894492149353, 'learning_rate': 4.46e-07, 'epoch': 1.91}
{'loss': 1.9744, 'grad_norm': 0.861280083656311, 'learning_rate': 4.48e-07, 'epoch': 1.92}
{'loss': 1.7879, 'grad_norm': 0.7054252624511719, 'learning_rate': 4.5e-07, 'epoch': 1.93}
{'loss': 1.9307, 'grad_norm': 0.869680643081665, 'learning_rate': 4.5199999999999997e-07, 'epoch': 1.94}
{'loss': 1.9032, 'grad_norm': 0.8053664565086365, 'learning_rate': 4.54e-07, 'epoch': 1.95}
{'loss': 1.8836, 'grad_norm': 0.8868555426597595, 'learning_rate': 4.56e-07, 'epoch': 1.96}
{'loss': 1.9938, 'grad_norm': 1.0163593292236328, 'learning_rate': 4.58e-07, 'epoch': 1.97}
{'loss': 1.9145, 'grad_norm': 0.834701418876648, 'learning_rate': 4.6e-07, 'epoch': 1.97}
{'loss': 1.8455, 'grad_norm': 0.7572449445724487, 'learning_rate': 4.62e-07, 'epoch': 1.98}
{'loss': 2.0097, 'grad_norm': 0.7668031454086304, 'learning_rate': 4.64e-07, 'epoch': 1.99}
{'eval_loss': 1.9192748069763184, 'eval_runtime': 173.0526, 'eval_samples_per_second': 7.622, 'eval_steps_per_second': 0.243, 'epoch': 1.99}
{'loss': 3.6614, 'grad_norm': 1.6578370332717896, 'learning_rate': 4.66e-07, 'epoch': 2.01}
{'loss': 1.8029, 'grad_norm': 0.7007216811180115, 'learning_rate': 4.68e-07, 'epoch': 2.01}
{'loss': 1.8799, 'grad_norm': 0.77000492811203, 'learning_rate': 4.6999999999999995e-07, 'epoch': 2.02}
{'loss': 1.9511, 'grad_norm': 0.8257665634155273, 'learning_rate': 4.7199999999999994e-07, 'epoch': 2.03}
{'loss': 2.0519, 'grad_norm': 0.855371356010437, 'learning_rate': 4.7399999999999993e-07, 'epoch': 2.04}
{'loss': 1.8806, 'grad_norm': 0.8271714448928833, 'learning_rate': 4.76e-07, 'epoch': 2.05}
{'loss': 1.9703, 'grad_norm': 0.9411906003952026, 'learning_rate': 4.779999999999999e-07, 'epoch': 2.06}
{'loss': 1.9294, 'grad_norm': 0.7789950966835022, 'learning_rate': 4.8e-07, 'epoch': 2.07}
{'loss': 2.0113, 'grad_norm': 0.8870867490768433, 'learning_rate': 4.82e-07, 'epoch': 2.07}
{'loss': 1.9328, 'grad_norm': 0.8192889094352722, 'learning_rate': 4.839999999999999e-07, 'epoch': 2.08}
{'loss': 1.9265, 'grad_norm': 0.830038845539093, 'learning_rate': 4.86e-07, 'epoch': 2.09}
{'loss': 1.9321, 'grad_norm': 0.7458169460296631, 'learning_rate': 4.879999999999999e-07, 'epoch': 2.1}
{'loss': 1.9099, 'grad_norm': 0.7373875975608826, 'learning_rate': 4.9e-07, 'epoch': 2.11}
{'loss': 1.877, 'grad_norm': 0.810051441192627, 'learning_rate': 4.92e-07, 'epoch': 2.12}
{'loss': 1.9069, 'grad_norm': 0.7739838361740112, 'learning_rate': 4.94e-07, 'epoch': 2.13}
{'loss': 1.9268, 'grad_norm': 0.8833571672439575, 'learning_rate': 4.96e-07, 'epoch': 2.13}
{'loss': 1.9259, 'grad_norm': 0.777627170085907, 'learning_rate': 4.979999999999999e-07, 'epoch': 2.14}
{'loss': 1.9215, 'grad_norm': 0.8319460153579712, 'learning_rate': 5e-07, 'epoch': 2.15}
{'loss': 1.8568, 'grad_norm': 0.7786551117897034, 'learning_rate': 5.02e-07, 'epoch': 2.16}
{'loss': 1.8796, 'grad_norm': 0.7022243738174438, 'learning_rate': 5.04e-07, 'epoch': 2.17}
{'loss': 1.8319, 'grad_norm': 0.7206533551216125, 'learning_rate': 5.06e-07, 'epoch': 2.18}
{'loss': 1.7981, 'grad_norm': 0.859728991985321, 'learning_rate': 5.079999999999999e-07, 'epoch': 2.19}
{'loss': 1.8853, 'grad_norm': 0.8012527227401733, 'learning_rate': 5.1e-07, 'epoch': 2.19}
{'loss': 1.7791, 'grad_norm': 0.7352808713912964, 'learning_rate': 5.12e-07, 'epoch': 2.2}
{'loss': 1.8067, 'grad_norm': 0.8879571557044983, 'learning_rate': 5.14e-07, 'epoch': 2.21}
{'loss': 1.8464, 'grad_norm': 0.8346006870269775, 'learning_rate': 5.16e-07, 'epoch': 2.22}
{'loss': 1.8293, 'grad_norm': 0.7764428853988647, 'learning_rate': 5.18e-07, 'epoch': 2.23}
{'loss': 1.9043, 'grad_norm': 0.8319268822669983, 'learning_rate': 5.2e-07, 'epoch': 2.24}
{'loss': 1.9153, 'grad_norm': 0.8111667037010193, 'learning_rate': 5.22e-07, 'epoch': 2.25}
{'loss': 1.9109, 'grad_norm': 0.8572195768356323, 'learning_rate': 5.24e-07, 'epoch': 2.25}
{'loss': 1.7881, 'grad_norm': 0.7505856156349182, 'learning_rate': 5.26e-07, 'epoch': 2.26}
{'loss': 1.8012, 'grad_norm': 0.7465136647224426, 'learning_rate': 5.28e-07, 'epoch': 2.27}
{'loss': 1.8079, 'grad_norm': 0.7036678194999695, 'learning_rate': 5.3e-07, 'epoch': 2.28}
{'loss': 1.786, 'grad_norm': 0.7734417915344238, 'learning_rate': 5.32e-07, 'epoch': 2.29}
{'loss': 1.7212, 'grad_norm': 0.7812516689300537, 'learning_rate': 5.34e-07, 'epoch': 2.3}
{'loss': 1.6968, 'grad_norm': 0.6481444239616394, 'learning_rate': 5.36e-07, 'epoch': 2.31}
{'loss': 1.8075, 'grad_norm': 0.7897034287452698, 'learning_rate': 5.38e-07, 'epoch': 2.31}
{'loss': 1.7653, 'grad_norm': 0.729256272315979, 'learning_rate': 5.4e-07, 'epoch': 2.32}
{'loss': 1.7441, 'grad_norm': 0.6361053586006165, 'learning_rate': 5.420000000000001e-07, 'epoch': 2.33}
{'loss': 1.7197, 'grad_norm': 0.7992407083511353, 'learning_rate': 5.44e-07, 'epoch': 2.34}
{'loss': 1.7317, 'grad_norm': 0.6654876470565796, 'learning_rate': 5.46e-07, 'epoch': 2.35}
{'loss': 1.8148, 'grad_norm': 0.7114773392677307, 'learning_rate': 5.48e-07, 'epoch': 2.36}
{'loss': 1.7759, 'grad_norm': 0.7147508859634399, 'learning_rate': 5.5e-07, 'epoch': 2.37}
{'loss': 1.7128, 'grad_norm': 0.6823151707649231, 'learning_rate': 5.520000000000001e-07, 'epoch': 2.37}
{'loss': 1.675, 'grad_norm': 0.6550204753875732, 'learning_rate': 5.54e-07, 'epoch': 2.38}
{'loss': 1.7617, 'grad_norm': 0.7215795516967773, 'learning_rate': 5.560000000000001e-07, 'epoch': 2.39}
{'loss': 1.7205, 'grad_norm': 0.6617395281791687, 'learning_rate': 5.58e-07, 'epoch': 2.4}
{'loss': 1.7396, 'grad_norm': 0.7462782859802246, 'learning_rate': 5.6e-07, 'epoch': 2.41}
{'loss': 1.7665, 'grad_norm': 0.7125400900840759, 'learning_rate': 5.620000000000001e-07, 'epoch': 2.42}
{'loss': 1.6585, 'grad_norm': 0.6614978909492493, 'learning_rate': 5.639999999999999e-07, 'epoch': 2.43}
{'loss': 1.6971, 'grad_norm': 0.7105443477630615, 'learning_rate': 5.66e-07, 'epoch': 2.43}
{'loss': 1.6757, 'grad_norm': 0.6767678260803223, 'learning_rate': 5.679999999999999e-07, 'epoch': 2.44}
{'loss': 1.6388, 'grad_norm': 0.8327845931053162, 'learning_rate': 5.699999999999999e-07, 'epoch': 2.45}
{'loss': 1.7249, 'grad_norm': 0.6755178570747375, 'learning_rate': 5.719999999999999e-07, 'epoch': 2.46}
{'loss': 1.7293, 'grad_norm': 0.7198629379272461, 'learning_rate': 5.739999999999999e-07, 'epoch': 2.47}
{'loss': 1.732, 'grad_norm': 0.7240167260169983, 'learning_rate': 5.76e-07, 'epoch': 2.48}
{'loss': 1.6928, 'grad_norm': 0.7393714785575867, 'learning_rate': 5.779999999999999e-07, 'epoch': 2.49}
{'loss': 1.6854, 'grad_norm': 0.6715208292007446, 'learning_rate': 5.8e-07, 'epoch': 2.49}
{'loss': 1.6974, 'grad_norm': 0.780531644821167, 'learning_rate': 5.819999999999999e-07, 'epoch': 2.5}
{'loss': 1.649, 'grad_norm': 0.6611331105232239, 'learning_rate': 5.839999999999999e-07, 'epoch': 2.51}
{'loss': 1.6981, 'grad_norm': 0.7339638471603394, 'learning_rate': 5.86e-07, 'epoch': 2.52}
{'loss': 1.651, 'grad_norm': 0.673452615737915, 'learning_rate': 5.879999999999999e-07, 'epoch': 2.53}
{'loss': 1.6163, 'grad_norm': 0.6754212379455566, 'learning_rate': 5.9e-07, 'epoch': 2.54}
{'loss': 1.6618, 'grad_norm': 0.7079323530197144, 'learning_rate': 5.919999999999999e-07, 'epoch': 2.55}
{'loss': 1.6628, 'grad_norm': 0.6673133969306946, 'learning_rate': 5.939999999999999e-07, 'epoch': 2.55}
{'loss': 1.5727, 'grad_norm': 0.6760029792785645, 'learning_rate': 5.96e-07, 'epoch': 2.56}
{'loss': 1.5474, 'grad_norm': 0.6440563201904297, 'learning_rate': 5.979999999999999e-07, 'epoch': 2.57}
{'loss': 1.6479, 'grad_norm': 0.6767467856407166, 'learning_rate': 6e-07, 'epoch': 2.58}
{'loss': 1.6414, 'grad_norm': 0.6454406976699829, 'learning_rate': 6.019999999999999e-07, 'epoch': 2.59}
{'loss': 1.6261, 'grad_norm': 0.6145054697990417, 'learning_rate': 6.04e-07, 'epoch': 2.6}
{'loss': 1.625, 'grad_norm': 0.6529523134231567, 'learning_rate': 6.06e-07, 'epoch': 2.61}
{'loss': 1.5672, 'grad_norm': 0.6098989248275757, 'learning_rate': 6.079999999999999e-07, 'epoch': 2.61}
{'loss': 1.585, 'grad_norm': 0.5682111978530884, 'learning_rate': 6.1e-07, 'epoch': 2.62}
{'loss': 1.6082, 'grad_norm': 0.7052574753761292, 'learning_rate': 6.119999999999999e-07, 'epoch': 2.63}
{'loss': 1.5813, 'grad_norm': 0.6531644463539124, 'learning_rate': 6.14e-07, 'epoch': 2.64}
{'loss': 1.5827, 'grad_norm': 0.6851612329483032, 'learning_rate': 6.16e-07, 'epoch': 2.65}
{'loss': 1.5636, 'grad_norm': 0.8329675793647766, 'learning_rate': 6.18e-07, 'epoch': 2.66}
{'loss': 1.5666, 'grad_norm': 0.6769353151321411, 'learning_rate': 6.2e-07, 'epoch': 2.67}
{'loss': 1.557, 'grad_norm': 0.6272374391555786, 'learning_rate': 6.219999999999999e-07, 'epoch': 2.67}
{'loss': 1.5582, 'grad_norm': 0.6963373422622681, 'learning_rate': 6.24e-07, 'epoch': 2.68}
{'loss': 1.585, 'grad_norm': 0.8010554313659668, 'learning_rate': 6.26e-07, 'epoch': 2.69}
{'loss': 1.518, 'grad_norm': 0.6250596642494202, 'learning_rate': 6.28e-07, 'epoch': 2.7}
{'loss': 1.5625, 'grad_norm': 0.6430347561836243, 'learning_rate': 6.3e-07, 'epoch': 2.71}
{'loss': 1.5675, 'grad_norm': 0.6174484491348267, 'learning_rate': 6.319999999999999e-07, 'epoch': 2.72}
{'loss': 1.6068, 'grad_norm': 0.6535382270812988, 'learning_rate': 6.34e-07, 'epoch': 2.73}
{'loss': 1.5312, 'grad_norm': 0.6537766456604004, 'learning_rate': 6.36e-07, 'epoch': 2.73}
{'loss': 1.5235, 'grad_norm': 0.653869092464447, 'learning_rate': 6.38e-07, 'epoch': 2.74}
{'loss': 1.5371, 'grad_norm': 0.6492888331413269, 'learning_rate': 6.4e-07, 'epoch': 2.75}
{'loss': 1.548, 'grad_norm': 0.6682634353637695, 'learning_rate': 6.42e-07, 'epoch': 2.76}
{'loss': 1.4851, 'grad_norm': 0.6402900815010071, 'learning_rate': 6.44e-07, 'epoch': 2.77}
{'loss': 1.4835, 'grad_norm': 0.6119272112846375, 'learning_rate': 6.46e-07, 'epoch': 2.78}
{'loss': 1.4819, 'grad_norm': 0.6125005483627319, 'learning_rate': 6.48e-07, 'epoch': 2.79}
{'loss': 1.4502, 'grad_norm': 0.6652288436889648, 'learning_rate': 6.5e-07, 'epoch': 2.79}
{'loss': 1.4862, 'grad_norm': 0.7016649842262268, 'learning_rate': 6.52e-07, 'epoch': 2.8}
{'loss': 1.4978, 'grad_norm': 0.7153001427650452, 'learning_rate': 6.54e-07, 'epoch': 2.81}
{'loss': 1.524, 'grad_norm': 0.7317827939987183, 'learning_rate': 6.56e-07, 'epoch': 2.82}
{'loss': 1.4484, 'grad_norm': 0.7138350605964661, 'learning_rate': 6.58e-07, 'epoch': 2.83}
{'loss': 1.5322, 'grad_norm': 0.6646135449409485, 'learning_rate': 6.6e-07, 'epoch': 2.84}
{'loss': 1.402, 'grad_norm': 0.6972440481185913, 'learning_rate': 6.62e-07, 'epoch': 2.84}
{'loss': 1.5061, 'grad_norm': 0.5939480066299438, 'learning_rate': 6.64e-07, 'epoch': 2.85}
{'loss': 1.4757, 'grad_norm': 0.7184632420539856, 'learning_rate': 6.66e-07, 'epoch': 2.86}
{'loss': 1.4592, 'grad_norm': 0.697323203086853, 'learning_rate': 6.68e-07, 'epoch': 2.87}
{'loss': 1.4164, 'grad_norm': 0.659065306186676, 'learning_rate': 6.7e-07, 'epoch': 2.88}
{'loss': 1.3726, 'grad_norm': 0.5927752256393433, 'learning_rate': 6.72e-07, 'epoch': 2.89}
{'loss': 1.4288, 'grad_norm': 0.6690998673439026, 'learning_rate': 6.74e-07, 'epoch': 2.9}
{'loss': 1.4368, 'grad_norm': 0.6943293809890747, 'learning_rate': 6.76e-07, 'epoch': 2.9}
{'loss': 1.4565, 'grad_norm': 0.6572160720825195, 'learning_rate': 6.78e-07, 'epoch': 2.91}
{'loss': 1.4494, 'grad_norm': 0.5767053961753845, 'learning_rate': 6.800000000000001e-07, 'epoch': 2.92}
{'loss': 1.3131, 'grad_norm': 0.6737207770347595, 'learning_rate': 6.82e-07, 'epoch': 2.93}
{'loss': 1.3451, 'grad_norm': 0.6682308316230774, 'learning_rate': 6.84e-07, 'epoch': 2.94}
{'loss': 1.3736, 'grad_norm': 0.6315621733665466, 'learning_rate': 6.86e-07, 'epoch': 2.95}
{'loss': 1.3954, 'grad_norm': 0.6528077721595764, 'learning_rate': 6.879999999999999e-07, 'epoch': 2.96}
{'loss': 1.3662, 'grad_norm': 0.6384528279304504, 'learning_rate': 6.9e-07, 'epoch': 2.96}
{'loss': 1.4012, 'grad_norm': 0.6761752367019653, 'learning_rate': 6.919999999999999e-07, 'epoch': 2.97}
{'loss': 1.3376, 'grad_norm': 0.6156957149505615, 'learning_rate': 6.939999999999999e-07, 'epoch': 2.98}
{'loss': 1.3226, 'grad_norm': 0.6139692068099976, 'learning_rate': 6.959999999999999e-07, 'epoch': 2.99}
{'eval_loss': 1.3671666383743286, 'eval_runtime': 172.8234, 'eval_samples_per_second': 7.632, 'eval_steps_per_second': 0.243, 'epoch': 2.99}
{'train_runtime': 7667.1277, 'train_samples_per_second': 2.924, 'train_steps_per_second': 0.045, 'train_loss': 2.0073164163649766, 'epoch': 2.99}
100%|███████████████████████████████████████████| 42/42 [02:50<00:00,  4.06s/it]
INFO:__main__:Evaluation results: {'eval_loss': 1.3671666383743286, 'eval_runtime': 172.8898, 'eval_samples_per_second': 7.629, 'eval_steps_per_second': 0.243, 'epoch': 2.990374331550802}
